Title,Location,Rooms,Size,Floor,Series,Price
"Izīrē dzīvokli renovētā mājā Klusā iela 20.
Plānojums:
- Viesi",centrsKlusā 20,1,37,3/9,Renov.,260  €/mēn.
"Īpašniece ilgtermiņā izīrē ērtu, daļēji mēbelētu 2istabu dzīvokl",GrīziņkalnsArtilērijas 71,2,46,2/2,Renov.,600  €/mēn.
Ilgtermiņā izīrē divu istabu dzīvokļi tikko pēc kosmētiskā remon,ZolitūdeRostokas 64,2,60,4/9,119.,320  €/mēn.
Tiek piedāvāts īrei elegants un plašs 3 istabu dzīvoklis pašā Ve,centrsJāņa 5,3,95,4/5,P. kara,950  €/mēn.
Īpašnieks izīrē 1-istabas dzīvokli pēc remonta pašā Purciema sir,PurvciemsDzelzavas 42,1,49,8/12,104.,380  €/mēn.
"Izīrēju lielisku 2-istabu dzīvokli jaunajā projektā. 
Pagalmā i",centrsMaskavas 95,2,45,4/4,Jaun.,40  €/dienā
Собственница сдает 3х комнатную квартиру в Иманте по очень адекв,ImantaImantas 3а,3,55,4/5,LT proj.,265  €/mēn.
Izīrē 1(vienu) istabu trīs istabu dzīvoklī. Cena 150 Eur + komun,IļģuciemsDaugavgrīvas 132/1,1,22,3/4,Staļina,150  €/mēn.
"Izīrē ļoti siltu, mājīgu un saulainu 1 istabu dzīvokli zaļajā zo",PļavniekiDravnieku 1,1,29,1/10,Jaun.,350  €/mēn.
"Īrei tiek piedāvāts 2 istabu dzīvoklis, ar visām ērtībām. Pilnīb",centrsVesetas 25,2,49,4/5,Specpr.,650  €/mēn.
"Tiek izīrēts ilgtermiņā plašs, gaišs un mājīgs dzīvoklis. 
Dzīv",centrsStabu 64,2,74,5/5,P. kara,550  €/mēn.
Pēc kapitālā remonta īpašnieks ilgtermiņā izīrē 2-istabu dzīvokl,IļģuciemsBuļļu 3A,2,42,3/5,Hrušč.,330  €/mēn.
Сдаётся 1-комнатная квартира на длительный срок. Порядочным и пл,MangaļiLēdurgas 9,1,32,4/5,LT proj.,250  €/mēn.
Klusajā centrā tiek izīrēts 2-istabu dzīvoklis ar izsmalcinātu i,centrsAntonijas 17A,2,68,5/6,Jaun.,"1,600  €/mēn."
"Uz īri pieejams mēbelēts, mājīgs 3-istabu dzīvoklis ar kamīnu, 2",centrsBruņinieku 12,3,80,4/6,P. kara,"1,200  €/mēn."
Piedāvājam plašu 4-istabu dzīvokli Vecrīgā Kungu ielā ar brīnišķ,centrsKungu 25,4,170,4/6,Jaun.,"2,500  €/mēn."
Сдаётся комната на длительный период в 4х комнатной квартире со,centrsMerķeļa 3,1,25,3/5,P. kara,150  €/mēn.
"Сдаётся просторная квартира в центре Риги, на перекрёстке Бривиб",centrsBrīvības 47,2,50,2/5,Renov.,550  €/mēn.
Izīrē pilnībā aprīkotu vienistabas dzīvokli klusajā Rīgas centrā,centrsValdemāra 69,1,18,3/6,Renov.,30  €/dienā
Atsevišķa ieeja - arī ideāli saistītam ar medicīnas pakalpojumie,ĀgenskalnsLiepājas 40k12,3,70,1/4,Specpr.,195  €/mēn.
"Izīrē ilgtermiņā
Skaists, gaišs, tīrs dzīvoklis Teikā. 
Dzīvok",TeikaBiķernieku 47,1,25,2/2,P. kara,300  €/mēn.
"Сдаётся квартира только на длительный срок. Дом реновированный,",PurvciemsDzelzavas 97,2,50,3/5,LT proj.,330  €/mēn.
Сдаётся просторная 2 комнатная квартира полностью оборудована и,Krasta r-nsKojusalas 19,2,51,7/12,Čehu pr.,500  €/mēn.
"Īstermiņa īrei. 

Bildēs redzamais 1-istabas dzīvoklis Pļavnie",PļavniekiIlūkstes 4,1,41,8/9,M. ģim.,30  €/dienā
"Fasādes māja, renovēta māja, vieta automašīnai, ieeja no pagalma",centrsSadovņikova 37,1,40,5/5,P. kara,225  €/mēn.
"Fasādes māja, ieeja no ielas, kāpņu telpa pēc kapitālā remonta,",GrīziņkalnsLaboratorijas 11,1,25,4/5,P. kara,240  €/mēn.
Izīrēju 2 istabu dzīvokli. Daļēji mēbelēts. Tikko veikts pilns e,PurvciemsStaiceles 1-3,2,49,4/9,602.,350  €/mēn.
"Elegants 4 istabu dzīvoklis, Rīgas centrā. 

Dzīvoklis tikko p",centrsČaka 67,4,178,7/7,Renov.,"1,800  €/mēn."
"Elegants 3 istabu dzīvoklis, Rīgas centrā. 

Dzīvoklis tikko p",centrsČaka 67,3,78,6/7,Renov.,"1,350  €/mēn."
Īpašnieks izīrē tikko pēc kapitala remonta dzīvoklis. Vēlams ilg,ImantaDammes 33,2,50,2/5,LT proj.,450  €/mēn.
"Īpašnieks ilgtermiņā izīrē omulīgu, mūsdienīga dizaina un kvalit",VecmīlgrāvisDombrovska 77,1,34,4/5,103.,350  €/mēn.
Jaunajā projektā ar tikko pabeigtu apdari un jaunu aprīkojumu iz,centrsKlusā 20,1,30,3/9,Jaun.,30  €/dienā
"Izīrējam dzīvokli Rīgas pilsētas centrā - ""Upīša pasāža"". Tas at",centrsMarijas 16,2,62,7/7,Renov.,"1,000  €/mēn."
"Ilgtermiņa īrei tiek piedāvāts jauns, gaumīgi iekārtots, 3-istab",centrsČaka 26,3,62,5/5,Renov.,800  €/mēn.
From mid May renting out a quiet and cosy apartment in the renov,centrsBirznieka-Upīša 29,1,26,6/6,Renov.,490  €/mēn.
Izīrēts 2 istabas dzīvoklis renovētā ēkā klusā vēsniecības rajon,centrsVīlandes 16,2,65,4/6,Renov.,650  €/mēn.
"Gaišs, silts un kompakts dzīvoklis, pieejams no 01.06.2024. 10 m",Maskavas priekšpilsētaJēkabpils 16a,1,27,1/2,P. kara,230  €/mēn.
"Divistabu dzīvoklis, izremontēts, visas ērtības, klusā mājā klus",centrsElku 5,2,54,1/3,Priv. m.,380  €/mēn.
"Īzīrēju labiekārtotu mēbelētu dzīvokli ilgtermiņā:
Dzīvoklī vei",PurvciemsIlūkstes 109,1,35,1/9,467.,300  €/mēn.
Līdz 4 personām. Guļamistaba: 1 liela divguļamā gulta. Dzīvojamā,centrsAvotu 23A,2,52,2/2,P. kara,50  €/dienā
Īpašnieks īrē 2-istabu 42m2 dzīvokli centrā Skolas iela 30-2 stā,centrsSkolas 30,2,43,2/6,P. kara,460  €/mēn.
"С 15.05, в краткосрочную аренду, сдаётся полностью обустроеная к",ImantaImantas 2,2,50,1/5,LT proj.,40  €/dienā
Ikdienas īrei vai ilgtermiņa. Izīréjam 2 istabu dzīvokli Jaunbūv,PurvciemsVaidavas 6/3,2,50,5/6,Jaun.,50  €/dienā
"Mājas īpašnieks, bez starpniekiem, izīrē 28 m2 vien guļamistabu",ĀgenskalnsSlokas 100,1,28,1/2,P. kara,260  €/mēn.
Izīrēju 3 istabu dzīvokli labā stāvoklī uz ilgu laiku. Dzīvoklis,ImantaZentenes 18,3,62,8/9,602.,390  €/mēn.
"Сдаю отдельную квартиру-студио с кухней
Все необходимое 
Стира",centrsElijas 20,1,15,1/5,P. kara,25  €/dienā
"Lai rezervētu, rakstiet Sms vai Whatsapp ar vēlamo palikšanas da",centrsBarona 104,1,18,3/6,Renov.,30  €/dienā
Pilsētas centrā īpašnieks izīrē 2-istabu dzīvokli aprīkotu ar mē,centrsArhitektu 1,2,63,4/5,P. kara,670  €/mēn.
"После капитального ремонта сдаётся впервые, никто не жил, состоя",Krasta r-nsRītupes 34,2,50,6/9,467.,580  €/mēn.
Izīrēju 1-istabas dzīvokli klusajā centrā. Pretī Olimpiskajam ce,centrsMālpils 2,1,28,5/5,Hrušč.,290  €/mēn.
"Puspagraba dzivoklis .
Ilgakam laikam atlaide",centrsSkolas 10,1,14,1/5,P. kara,25  €/dienā
"Izīrē saulainu, kompaktu 1-istabas dzīvoklīti Māras dīķa apkaimē",ĀgenskalnsMārupes 19,1,24,2/2,Staļina,315  €/mēn.
"Īpašnieks īzīrē saulaino, mājīgu, daļēji mebelētu trīs istabas d",JuglaMurjāņu 60,3,50,5/5,LT proj.,400  €/mēn.
"1-istabu dzīvoklis netālu no centra. 21 m2, 1. stāvs. / 1 bedroo",Maskavas priekšpilsētaMaskavas 150,1,21,1/3,P. kara,280  €/mēn.
"Privāta istaba. Ļoti laba lokācija. Attistīta infrastruktūra
Ko",centrsValdemāra 123,4,17,4/5,Specpr.,300  €/mēn.
Ilgtermiņa īrei tiek piedāvāts četristabu dzīvoklis renovētā ēkā,centrsČaka 36,4,85,3/4,Renov.,850  €/mēn.
Izīrē īpašnieks bez papildus starpniecības māklera komisijas mak,centrsValdemāra 93,5,78,5/5,P. kara,600  €/mēn.
"Māja pagalmā. Kluss, saulains dzīvoklis. 
Izīrēju divu istabu (",TeikaBrīvības 356,2,50,2/5,Staļina,430  €/mēn.
"Izīrē jaunajā projektā ekonomisku, komfortablu un ļoti mājīgu 1",centrsMatīsa 46,1,15,3/5,Jaun.,30  €/dienā
"Сдаю 1- комнатную квартиру, квартира с мебелью и бытовой технико",PļavniekiSalnas 17,1,32,5/9,602.,220  €/mēn.
Krāsns apkure. Gatavs dzīvošanai.,centrsStabu 90,2,40,2/5,P. kara,250  €/mēn.
Малогабаритная квартира для простого проживания. Свободна. При в,ĶengaragsPrūšu 21/2,1,13,3/4,Hrušč.,170  €/mēn.
"Сдаётся студия в Старой Риге. Есть кондиционер, после ремонта, с",VecrīgaKalēju 49,1,18,2/5,Renov.,450  €/mēn.
Ilgtermiņa īrei pieejams mājīgs un tīrs 2-istabu dzīvoklis.,MežciemsEizenšteina 37,2,54,9/9,602.,380  €/mēn.
Ilgtermiņā tiek piedavāts liels dzīvoklis ar divām atsevišķām gu,VecmīlgrāvisBaltāsbaznīcas 44,3,72,2/3,Specpr.,440  €/mēn.
Sākot ar 1.jūniju ir pieejams uz īri 2 istabu dzīvoklis. Dzīvoli,centrsĀdmiņu 8,2,41,5/5,P. kara,380  €/mēn.
"Saimnieks izīrē saulainu, daļēji mēbelētu studio tipa dzīvokli p",centrsCēsu 43,1,32,5/5,P. kara,350  €/mēn.
"Izīrēju 2-istabu dzīvokli, 64 m2, visas ērtības, pakešu logi, me",BolderājaSilikātu 4,2,64,3/3,Staļina,260  €/mēn.
"This cosy, smart apartment in the heart of the city is now avail",centrsGogoļa 13,2,50,4/5,P. kara,650  €/mēn.
"Izīrē vasarai pa nedēļām, vai mēnešiem. 
Pie dabas parka Piejūr",MangaļsalaMangaļsalas 7b,3,55,1/1,P. kara,550  €/ned.
Квартира с 2-мя изолированными комнатами напротив ботанического,ĀgenskalnsKūdras 7,2,40,4/5,LT proj.,280  €/mēn.
"Tiek izīrēts gaišs divstāvu, četru istabu dzīvoklis, pilnībā ren",centrsDzirnavu 68,4,186,5/6,Renov.,"1,200  €/mēn."
LV. Izīrēju dzīvokli Ģipša fabrikā Balasta dambis 70 ar skatu un,ĶīpsalaBalasta d. 70,5,189,1/3,Renov.,"1,900  €/mēn."
Ilgtermiņa īrei tiek piedāvāts pilnībā jauns un aprīkots divista,centrsBruņinieku 76,2,96,4/5,Renov.,830  €/mēn.
Ilgtermiņa īrei tiek piedāvāts pilnībā jauns un aprīkots divista,centrsBruņinieku 76,2,55,5/5,Renov.,730  €/mēn.
Studentei izīrējas plašs un mājīgs dzīvoklis ar izolētu istabu.,IļģuciemsLilijas 8,3,70,5/5,LT proj.,140  €/mēn.
"Izīrē gaišu 2-istabu dzīvokli Rīgas vēsturiskajā centrā. 

Dzī",centrsLāčplēša 21,2,63,6/6,P. kara,560  €/mēn.
Сдается напрямую от хозяев 2-х комнатная квартира 56 м2. В шагов,DārzciemsStopiņu 14,2,56,2/5,Jaun.,500  €/mēn.
"No 1. maija tiek izīrēts dzīvoklis, pilnībā mēbelēts, ar visu te",ČiekurkalnsČiekurkalna 4. šķ l. 1,3,72,3/9,Specpr.,300  €/mēn.
"1-istabu dzīvoklis netālu no centra, 2. stāvs. 
Dzīvoklis ar vi",Maskavas priekšpilsētaLudzas 17,1,22,2/5,P. kara,285  €/mēn.
"Plašs vienistabas dzīvoklis uz īri. 
upeņu iela 17 - 62D
46m2,",PurvciemsUpeņu 17,1,46,7/8,Jaun.,500  €/mēn.
Ilgtermiņa īrei pieejams mājīgs 3 istabu dzīvoklis Āgenskalnā ar,ĀgenskalnsValentīna 16,3,51,1/4,Renov.,700  €/mēn.
"Сдаю комнату в 3х комнатной квартире, только мужчине, все удобст",IļģuciemsBēnes 2,3,15,4/5,LT proj.,100  €/mēn.
"No 01.jūnija bez starpnieka, izīrēju 3 istabu dzīvokli. Iespējam",PurvciemsPūces 45,3,70,1/6,Jaun.,670  €/mēn.
"60€ par nakti, īrejot vairāk par 1 nakti. Privātmājā diennakts ī",IļģuciemsM. Buļļu 11,3,60,1/2,Specpr.,80  €/dienā
"Izīrē 3 istabu Dzīvokli Elizabetes ielā

Renovēta pirmskara la",centrsElizabetes 91/93,3,102,3/5,P. kara,600  €/mēn.
Piedāvājumā mājīgs un pilnībā mēbelēts 2 istabu dzīvoklis mazā k,VecrīgaAlksnāja 8,2,50,1/1,Renov.,580  €/mēn.
Tiek izīrēts 1-istabas dzīvoklis. Viss tīrs un svaigs. Slēgta kā,centrsAsara 20,1,25,4/6,P. kara,190  €/mēn.
Neliels divistabu dzīvoklis ar skatu uz iekšpagalmu. Bez mēbelēm,centrsAlauksta 13A,2,29,4/6,Renov.,340  €/mēn.
Классная светлая квартира в отличной локации и только после ремо,Šampēteris-PleskodāleApuzes 51A,3,86,2/3,Jaun.,875  €/mēn.
Классная светлая квартира в отличной локации только после ремонт,ZolitūdeApuzes 51A,3,86,2/3,Jaun.,875  €/mēn.
"Izīrēju gaišu un mājīgu 1 istabas dzīvokli Ķengaragā
+ 34 kv. m",ĶengaragsLokomotīves 54,1,34,10/12,Jaun.,250  €/mēn.
"Просторная, светлая квартира сдается на длительный срок. Умеренн",centrsBruņinieku 39,2,55,3/4,Renov.,420  €/mēn.
"Kompakts, labs un silts 1-istabu studio dzīvoklis ar jaunu remon",GrīziņkalnsZvaigžņu 24,1,20,1/6,P. kara,30  €/dienā
Prestižajā vēstniecību rajonā īrei tiek piedāvāts jauks 2 istabu,centrsVīlandes 16,2,63,2/6,P. kara,650  €/mēn.
1902. gadā tēlnieks Augusts Folcs uzticēja divpadsmit atlantiem,centrsValdemāra 27,4,80,6/6,Renov.,"1,300  €/mēn."
В краткосрочную аренду аренду сдаются уютные апартаменты в новос,ĶengaragsĶengaraga 10,2,36,2/5,Jaun.,300  €/ned.
Ilgtermiņa īrei tiek piedāvāts kluss studija tipa dzīvoklis jaun,centrsKlijānu 16,1,20,2/9,Jaun.,320  €/mēn.
"Izīrēju lieisku 3-istabu dzīvokli. Piemērots 5 personām. 
2 izo",centrsDzirnavu 161,3,60,5/5,P. kara,45  €/dienā
"Izīrēju 1-istabas studio dzīvokli ar jaunu remontu, Rīgas centrā",centrsZvaigžņu 24,1,25,5/6,P. kara,30  €/dienā
"Сдаётся Уютная , тихая , тёплая 3-х комнатная квартира до 6 чело",centrsStabu 104,3,61,1/5,LT proj.,55  €/dienā
"Сдаётся Уютная , тихая , очень тёплая 3-х комнатная квартира до",ImantaKurzemes pr. 122,3,64,5/9,602.,55  €/dienā
"Fasādes māja, vieta automašīnai, ieeja no pagalma, logi vērsti m",centrsSadovņikova 37,2,50,3/5,P. kara,260  €/mēn.
Izīrē plašu 2 guļamistabu dzīvokli ar skatu uz Daugavu un Vecrīg,centrsPalasta 5,5,116,4/6,Renov.,"1,200  €/mēn."
"Посуточно сдается, полностью комфортабельный апартамент. В кварт",PurvciemsDzelzavas 38,2,60,8/12,104.,35  €/dienā
"Īpašnieks izīrē dzìvokli. Visas ērtības, slēgts pagalms. Logi uz",centrsBrīvības 159,1,25,2/5,P. kara,230  €/mēn.
"Izīrē 1-istabas dzīvokli līdz š. g. 1.oktobrim. 
Dzīvoklis mēbe",centrsVesetas 26,1,30,4/10,Jaun.,450  €/mēn.
Saimnieks izīrē gaišu dzīvokli ar pārdomātu plānojumu. Ir pieeja,DreiliņiUlbrokas 4,2,42,2/4,Jaun.,500  €/mēn.
Īpašnieks uz ilgu laiku izīrē 1 istabu dzīvokli jaunajā projektā,centrsMaskavas 188,1,34,9/9,Jaun.,420  €/mēn.
"Projektā ""Felicity Apartments"", atrašanās vieta pašā Rīgas centr",centrsBirznieka-Upīša 13,4,102,5/7,Jaun.,"1,290  €/mēn."
"Lv/ru/eng
Izīrēju īstermiņā 1-istabas dzīvokli pēc kapitālā rem",ĶengaragsAglonas 2,1,35,6/12,Čehu pr.,35  €/dienā
"Dzīvokļa saimnieks izīrē dzīvokli, visas ērtības, nerezervēta au",centrsBruņinieku 93,1,23,2/5,Specpr.,160  €/mēn.
"Izīrē divu istabu istabu dzīvokli Zolitūdē Bieziņa ielā 10.
Īre",ZolitūdeBieziņa 10,2,58,7/10,119.,350  €/mēn.
Сдается 2-х комнатная квартира на длительный срок рядом с Межапа,MangaļiLēdurgas 22,2,49,3/9,Specpr.,295  €/mēn.
Сдаю двухкомнатную квартиру около моря в хорошем состоянии. В ша,DaugavgrīvaLēpju 5,2,46,5/5,Hrušč.,240  €/mēn.
"Mājīgs, mēbelēts un pilnībā aprīkots dzīvoklis Rīgas centrā, bla",centrsMatīsa 40,2,66,1/5,P. kara,450  €/mēn.
Izīrē gaišu un mājīgu 2-istabu dzīvokli izcīlā vietā Āgneskalnā.,ĀgenskalnsMelnsila 19,2,42,3/5,Hrušč.,400  €/mēn.
"Elegants 3 istabu dzīvoklis projektā ""Skanstes virsotnes"". Teica",centrsSkanstes 29a,3,110,10/24,Jaun.,"1,500  €/mēn."
"Dzīvoklis ar Spa kompleksu pilsētas centrā, īre pa stundām vai u",centrsBarona 88,2,70,1/3,Specpr.,40  €/dienā
"Tiek izīrēts saulains, silts 1-istabu dzīvoklis ar visam ērtībam",ZiepniekkalnsOzolciema 56,1,32,9/9,602.,220  €/mēn.
"Uz īri tiek piedāvāts svaigi izremontēts dzīvoklis, tik tikko re",centrsAvotu 46,3,59,3/5,Renov.,720  €/mēn.
Сдаётся просторная двухкомнатная квартира с отдельной спальней и,centrsTomsona 11,2,60,2/5,P. kara,470  €/mēn.
Izīrē 1-istabas dzīvokli Ziepniekkalnā - Ziepju ielā 5k2. Kopējā,ZiepniekkalnsZiepju 5 k-2,1,30,1/4,Hrušč.,250  €/mēn.
Jaunā Teikā tiek izīrēts penthouse tipa dzīvoklis ar lielu saula,TeikaRopažu 12,3,146,10/10,Jaun.,"1,200  €/mēn."
"Very quiet center, 5 minutes walk to the Old Town, train station",centrsDzirnavu 113a,3,72,3/5,P. kara,750  €/mēn.
Tiek izīrēts mēbelēts 1 -istabu kompakts dzīvoklis. Visā ēkā un,centrsLāčplēša 98,1,20,3/6,Renov.,260  €/mēn.
"Сдаётся на короткие сроки
Возможна почасовая аренда. 
Все Удоб",ImantaDammes 6,2,52,5/9,602.,29  €/dienā
"Izīrējam dzīvokli Ilūkstes ielā 6, labiekārtotā teritorijā ar at",PļavniekiIlūkstes 6,1,40,9/9,M. ģim.,230  €/mēn.
"Īpašnieks izīrē 2-istabu dzīvokli pirmskara ēkā. 

Dzīvoklis a",centrsRaiņa bulv. 31,2,32,2/5,P. kara,450  €/mēn.
Jauns premium klases dzīvoklis klusajā centrā. Saimnieki izīrē g,centrsElizabetes 9,2,52,3/6,P. kara,870  €/mēn.
Ilgtermiņā izīrē dizainera iekārtotu studijas tipa dzīvokli Rīga,centrsMednieku 4,1,38,3/4,Renov.,520  €/mēn.
"2 istabu dzīvoklis īrei Rīgas Centrā. 

Īrei pieejams pilnībā",centrsMatīsa 91,2,42,1/6,P. kara,360  €/mēn.
Izīrējam mūsdienīgi atjaunotu 4-guļamistabu dzīvokli ar plašu vi,centrsBruņinieku 25,5,159,3/3,Specpr.,"1,390  €/mēn."
"Uz ilgtermiņu piedāvājam izīrēt mājīgu, pilnībā aprīkotu un gata",ĶengaragsPrūšu 46,2,62,3/10,Jaun.,400  €/mēn.
"Eklektikas stilā veidots mājīgs, pietiekoši liels dzīvoklis 2 pe",centrsMatīsa 41,1,22,1/2,Renov.,35  €/dienā
Izīrē 3 istabu dzīvokli jaunajā un prestižajā mājā Panorama Plaz,Šampēteris-PleskodāleLielirbes 11,3,90,7/25,Jaun.,700  €/mēn.
"Dzīvoklis ar savu autostāvvietu jaunajā projektā ""Duntes Ozoli""",centrsDuntes 28,1,35,5/9,Jaun.,380  €/mēn.
"Izīrē mēbelētu divistabu dzīvokli. Viena izolēta istaba, viesist",ZiepniekkalnsSaulkalnes 3,2,42,3/5,Hrušč.,300  €/mēn.
Izīrē 2 istabu gaišu dzīvokli klusajā centrā. Dzīvoklis ir pēc k,centrsElizabetes 9,2,35,3/6,Renov.,500  €/mēn.
"Tikko renovētā mājā, saimnieks izīrē ērtu, pilnīgi aprīkotu stud",centrsMarijas 14,1,22,3/5,Renov.,460  €/mēn.
Īpašnieks izīrē studijas tipa dzīvokli jaunajā projektā Dzirnavu,centrsDzirnavu 41,1,41,3/7,Jaun.,600  €/mēn.
"Fasādes māja, labiekārtots apzaļumots pagalms, teritorijas iebra",TeikaBrīvības 289,2,50,3/3,P. kara,400  €/mēn.
Izīrē ērta plānojuma divistabu dzīvokli Prūšu ielā 4. Zemi komun,ĶengaragsPrūšu 4,2,46,3/5,Jaun.,370  €/mēn.
"Īpašnieks izīrē 4-istabu dzīvokli (trīs guļamistabas, - viena gu",VecrīgaVaļņu 4,4,171,2/4,Specpr.,"1,500  €/mēn."
"Сдаем 1-комнатную квартиру, со всеми удобствами, на территории а",ImantaJūrmalas g. 115b,1,50,2/2,Priv. m.,275  €/mēn.
Īpašnieks uz ilgu laiku izīrē 1 istabu dzīvokli jaunajā projektā,Krasta r-nsMaskavas 188,1,34,9/9,Jaun.,420  €/mēn.
Īpašnieks uz ilgu laiku izīrē 1 istabu dzīvokli jaunajā projektā,ĶengaragsMaskavas 188,1,34,9/9,Jaun.,420  €/mēn.
"Īrējam gaišu, mājīgu 4 istabu dzīvokli. 

- 3 istabas izolētas",PurvciemsBraslas 19A,4,118,5/6,Jaun.,550  €/mēn.
"Piedāvājumā ir 2 istabu dzīvoklis uz īri . Brīvības ielā 88, 4.s",centrsBrīvības 88,2,52,4/6,P. kara,300  €/mēn.
"Kompakts, ekonomisks un mājīgs 2 istabu dzīvoklis īrei renovētā",Maskavas priekšpilsētaVirsaišu 1,2,35,2/3,Renov.,300  €/mēn.
"Viena cena, bez papildus maksājumiem. 
Tiek izīrēta istabiņu ar",ĀgenskalnsNometņu 60,1,15,2/2,Specpr.,330  €/mēn.
"Īpašnieks izīrē dzīvokli pēc kosmētiskā remonta, 3 izolētas ista",centrsĢertrūdes 91,3,82,2/5,P. kara,650  €/mēn.
"Комфортная квартира - в историческом центре, недалеко от Старого",centrsČaka 44,1,45,1/5,P. kara,35  €/dienā
"Комфортная студия - в историческом центре, недалеко от Старого г",centrsČaka 44,1,30,1/5,P. kara,45  €/dienā
Комната3-комнатную квартиру на длительный срок. 2 изолированные,ZolitūdeGramzdas 21,3,75,3/9,119.,320  €/mēn.
Ļoti mazi komunālie maksājumi. Izīrēju 2-istabas dzīvokli saimni,SarkandaugavaDuntes 48,2,44,3/5,P. kara,220  €/mēn.
"Краткосрок. Всё новое, всё есть. Апартаменты очень удобны. Больш",PurvciemsPurvciema 4,1,52,3/9,467.,25  €/dienā
"На любой срок, сдаётся большая тёплая двухкомнатная литовка, ком",VecmīlgrāvisVecmīlgrāvja 1. l. 28,2,52,3/5,LT proj.,220  €/mēn.
"Lv

Lai rezervētu, rakstiet Sms vai Whatsapp ar vēlamo palikša",centrsBrīvības 100,1,18,2/5,Renov.,30  €/dienā
Izīrē 1-istabas dzīvokli ilgtermiņa īrei jaunā mājā Rīgas centrā,centrsKlusā 18,1,25,5/9,Renov.,290  €/mēn.
Tiek izīrēts 1-istabu dzīvoklis. Aprīkots ar visu dzīvošanai nep,ImantaProgresa 7,1,35,2/5,Specpr.,29  €/dienā
"Izīrē plašu, saulainu 3 istabu dzīvokli klusā vietā. Dzīvoklis a",JuglaM. Juglas 3a,3,176,2/3,Jaun.,"1,000  €/mēn."
"Izīrē vienu istabu no četru istabu dzīvokļa, kopēja virtuve tual",Maskavas priekšpilsētaGrēdu 5,5,14,6/6,Specpr.,200  €/mēn.
Аренда квартиры на короткий срок. Имеется все необходимое для пр,PurvciemsIeriķu 58,1,43,9/9,Specpr.,30  €/dienā
"Izīrēju gaišu un mājīgu 1 istabas dzīvokli Juglā. 
+ renovēta k",JuglaMārkalnes 5,1,18,1/5,M. ģim.,260  €/mēn.
"Bezmaksas parkings, saulains, tīrs, kluss, divistabu studijas ti",centrsLāčplēša 111,2,40,5/6,Jaun.,40  €/dienā
"2 bedroom lovely view apartment in a perfect location. 

 beau",centrsLāčplēša 18,3,55,5/6,P. kara,660  €/mēn.
Īpašnieks piedāvā izolētu istabu īri privātmājā bez komisijas. I,SarkandaugavaUriekstes 170,1,17,1/2,Priv. m.,99  €/mēn.
Izīrē līdz pārdošanai. Pēc kapitāla remonta padzīvots gadiņš - v,centrsKatrīnas d. 22,2,45,1/4,Specpr.,335  €/mēn.
Īpašnieks izīrē 3 ist. dzīvokli aktīvajā centrā. Pilnībā mēbelēt,centrsDzirnavu 70,3,85,4/5,Renov.,640  €/mēn.
Pieejams ilgtermiņa īrei kluss un nesen renovēts pēdējais pieeja,centrsDzirnavu 27,3,60,4/4,Renov.,830  €/mēn.
"Izīrēju dzīvokli jaukā, zaļā rajonā. Blakus atrodas Kalnciema kv",ĀgenskalnsErnestīnes 18A,3,55,1/4,Hrušč.,450  €/mēn.
"Ru/lv - Сдаётся по дням, по-домашнему уютная, всегда чистая, неп",PļavniekiDravnieku 13,2,50,9/9,602.,39  €/dienā
"Сдаётся в краткосрочную аренду по дням, всегда чистая, непрокуре",Krasta r-nsSalacas 16,1,50,10/16,104.,38  €/dienā
"Īpašnieks, bez komisijas, izīrē izolētas slēdzamas istabas privā",KundziņsalaKundziņsalas 7. šķ. l.,1,17,2/2,Priv. m.,100  €/mēn.
"Izīrē jaunu studio dzīvokli 5 min. gājienā no Vecrīgas, pašā cen",centrsKalniņa 1,1,18,2/5,Renov.,35  €/dienā
"Сдается 2-х комнатная квартира рядом с Домом Мебели, без животны",PurvciemsIlūkstes 107,2,50,8/9,467.,330  €/mēn.
Предлагается 3-комнатная квартира в реновированном проекте.,centrsElizabetes 18,3,98,2/6,Renov.,"2,357  €/mēn."
Предлагается 4-комнатная квартира в реновированном проекте.,centrsElizabetes 18,4,146,4/6,Renov.,"3,502  €/mēn."
"3 bedroom apartment for rent in Embassy area
3 bedrooms, Living",centrsRūpniecības 5,4,192,5/6,Renov.,"1,300  €/mēn."
"Izīrē 1 istabu dzīvokli, pēc kapitālā remonta, uz ilgu laiku, ne",VecmīlgrāvisVecmīlgrāvja 9k1,1,30,4/4,Hrušč.,350  €/mēn.
Izīrēju mājīgu 1 ist. dzīvokli purvciemā netālu no Rimi. Uz laik,PurvciemsDzelzavas 33,1,30,5/5,LT proj.,25  €/dienā
"Izīrē dzīvokli Rīgā, Centrā, Platība: 39 м², Istabu skaits: 1 is",centrsBarona 37,1,39,5/6,P. kara,900  €/mēn.
С 1 мая сдаётся 2х комнатная квартира. Квартира с хорошим ремонт,BolderājaStūrmaņu 25,2,53,4/4,Jaun.,350  €/mēn.
Mājas īpašnieks izīrē divistabu dzīvokli. Zasulauks stacijas raj,Šampēteris-PleskodāleVolguntes 3,2,45,3/3,P. kara,200  €/mēn.
"Сдается 2-комнатная квартира в проекте Жемчужина Юркалнеса. 
Зд",Šampēteris-PleskodāleJūrkalnes 87,2,63,1/4,Jaun.,450  €/mēn.
Labiekārtoti numuriņi pie Akropole un krasta Lido. Cenas no 30ur,Maskavas priekšpilsētaMaskavas 226,1,20,2/2,Priv. m.,30  €/dienā
